data,time,real_time,timesplit,str_timesplit,hour,weekday,price_date,all_return,c_return
"[{'query': '廣運', 'score': 8.75, 'category': 'stock', 'num': '6125', 'change_rate': 3.58, 'change_rate_new': 0.0358, 'open': 16.75, 'close': 17.35}, {'query': '國光生', 'score': 8.5, 'category': 'stock', 'num': '4142', 'change_rate': 0, 'change_rate_new': 0.0, 'open': 41.9, 'close': 41.7}, {'query': '美德醫療-DR', 'score': 8.25, 'category': 'stock', 'num': '9103', 'change_rate': 6.04, 'change_rate_new': 0.0604, 'open': 5.11, 'close': 5.09}, {'query': '南帝', 'score': 7.75, 'category': 'stock', 'num': '2108', 'change_rate': 3.73, 'change_rate_new': 0.0373, 'open': 37.5, 'close': 38.9}]",2020-05-12T05:02:54.310Z,2020-05-12 13:02:54.310,2020-05-12 00:00:00.000,2020-05-12,13,1,2020-05-12,0.033375,0.32075771898021954
"[{'query': '美德醫療-DR', 'score': 8.5, 'category': 'stock', 'num': '9103', 'change_rate': -5.7, 'change_rate_new': -0.057, 'open': 4.99, 'close': 4.8}, {'query': '微星', 'score': 8, 'category': 'stock', 'num': '2377', 'change_rate': 0.49, 'change_rate_new': 0.0049, 'open': 103.5, 'close': 102.5}, {'query': '南帝', 'score': 7.5, 'category': 'stock', 'num': '2108', 'change_rate': -6.68, 'change_rate_new': -0.0668, 'open': 38.9, 'close': 36.3}, {'query': '錸德', 'score': 6.75, 'category': 'stock', 'num': '2349', 'change_rate': 9.86, 'change_rate_new': 0.0986, 'open': 6.46, 'close': 6.46}]",2020-05-13T05:02:08.705Z,2020-05-13 13:02:08.705,2020-05-13 00:00:00.000,2020-05-13,13,2,2020-05-13,-0.005075000000000003,0.31405487355639483
"[{'query': '錸德', 'score': 10, 'category': 'stock', 'num': '2349', 'change_rate': 9.91, 'change_rate_new': 0.09910000000000001, 'open': 7.1, 'close': 7.1}, {'query': '微星', 'score': 8.25, 'category': 'stock', 'num': '2377', 'change_rate': 0.98, 'change_rate_new': 0.0098, 'open': 105, 'close': 103.5}, {'query': '美德醫療-DR', 'score': 7.25, 'category': 'stock', 'num': '9103', 'change_rate': 1.88, 'change_rate_new': 0.018799999999999997, 'open': 4.98, 'close': 4.89}, {'query': '技嘉', 'score': 6, 'category': 'stock', 'num': '2376', 'change_rate': 5.94, 'change_rate_new': 0.0594, 'open': 61.2, 'close': 62.4}]",2020-05-14T05:02:57.941Z,2020-05-14 13:02:57.941,2020-05-14 00:00:00.000,2020-05-14,13,3,2020-05-14,0.046775000000000004,0.3755197902669951
"[{'query': '錸德', 'score': 10, 'category': 'stock', 'num': '2349', 'change_rate': -9.86, 'change_rate_new': -0.0986, 'open': 7.81, 'close': 6.4}, {'query': '宇峻', 'score': 8, 'category': 'stock', 'num': '3546', 'change_rate': -0.11, 'change_rate_new': -0.0011, 'open': 88.1, 'close': 88.4}, {'query': '技嘉', 'score': 8, 'category': 'stock', 'num': '2376', 'change_rate': -0.64, 'change_rate_new': -0.0064, 'open': 62.9, 'close': 62}, {'query': '微星', 'score': 7.25, 'category': 'stock', 'num': '2377', 'change_rate': -1.93, 'change_rate_new': -0.019299999999999998, 'open': 104, 'close': 101.5}]",2020-05-15T05:02:41.196Z,2020-05-15 13:02:41.196,2020-05-15 00:00:00.000,2020-05-15,13,4,2020-05-15,-0.03135,0.33239724484212485
"[{'query': '錸德', 'score': 10, 'category': 'stock', 'num': '2349', 'change_rate': -9.53, 'change_rate_new': -0.0953, 'open': 6, 'close': 5.79}, {'query': '祥碩', 'score': 7.75, 'category': 'stock', 'num': '5269', 'change_rate': 0.45, 'change_rate_new': 0.0045000000000000005, 'open': 1120, 'close': 1105}, {'query': '技嘉', 'score': 7.25, 'category': 'stock', 'num': '2376', 'change_rate': 0.97, 'change_rate_new': 0.0097, 'open': 64, 'close': 62.6}, {'query': '雅茗-KY', 'score': 6.5, 'category': 'stock', 'num': '2726', 'change_rate': 1.09, 'change_rate_new': 0.0109, 'open': 65.9, 'close': 64.9}]",2020-05-18T05:02:16.230Z,2020-05-18 13:02:16.230,2020-05-18 00:00:00.000,2020-05-18,13,0,2020-05-18,-0.017549999999999996,0.3090136731951456
"[{'query': '錸德', 'score': 9, 'category': 'stock', 'num': '2349', 'change_rate': 2.76, 'change_rate_new': 0.0276, 'open': 5.8, 'close': 5.95}, {'query': '宅配通', 'score': 8.75, 'category': 'stock', 'num': '2642', 'change_rate': -2.44, 'change_rate_new': -0.024399999999999998, 'open': 39.25, 'close': 38.05}, {'query': '技嘉', 'score': 7.5, 'category': 'stock', 'num': '2376', 'change_rate': 0, 'change_rate_new': 0.0, 'open': 63.1, 'close': 62.6}, {'query': '祥碩', 'score': 6.5, 'category': 'stock', 'num': '5269', 'change_rate': 5.43, 'change_rate_new': 0.054299999999999994, 'open': 1120, 'close': 1165}]",2020-05-19T05:02:17.901Z,2020-05-19 13:02:17.901,2020-05-19 00:00:00.000,2020-05-19,13,1,2020-05-19,0.014374999999999999,0.3278307447473259
"[{'query': '中天', 'score': 9.25, 'category': 'stock', 'num': '4128', 'change_rate': -9.97, 'change_rate_new': -0.09970000000000001, 'open': 30.25, 'close': 30.25}, {'query': '宅配通', 'score': 8.75, 'category': 'stock', 'num': '2642', 'change_rate': 1.18, 'change_rate_new': 0.0118, 'open': 38.7, 'close': 38.5}, {'query': '錸德', 'score': 8.5, 'category': 'stock', 'num': '2349', 'change_rate': -5.55, 'change_rate_new': -0.0555, 'open': 5.85, 'close': 5.62}, {'query': '雅茗-KY', 'score': 6.5, 'category': 'stock', 'num': '2726', 'change_rate': -2.57, 'change_rate_new': -0.025699999999999997, 'open': 66.1, 'close': 64.4}]",2020-05-20T05:02:19.714Z,2020-05-20 13:02:19.714,2020-05-20 00:00:00.000,2020-05-20,13,2,2020-05-20,-0.042275,0.27169670001313273
"[{'query': '中天', 'score': 9.75, 'category': 'stock', 'num': '4128', 'change_rate': 4.13, 'change_rate_new': 0.041299999999999996, 'open': 27.25, 'close': 31.5}, {'query': '宅配通', 'score': 9.25, 'category': 'stock', 'num': '2642', 'change_rate': -5.45, 'change_rate_new': -0.0545, 'open': 38.25, 'close': 36.4}, {'query': '錸德', 'score': 7.75, 'category': 'stock', 'num': '2349', 'change_rate': 1.42, 'change_rate_new': 0.014199999999999999, 'open': 5.61, 'close': 5.7}, {'query': '雅茗-KY', 'score': 6.75, 'category': 'stock', 'num': '2726', 'change_rate': -3.88, 'change_rate_new': -0.0388, 'open': 64, 'close': 61.9}]",2020-05-21T05:02:23.503Z,2020-05-21 13:02:23.503,2020-05-21 00:00:00.000,2020-05-21,13,3,2020-05-21,-0.009450000000000002,0.2596791661980087
"[{'query': '金萬林', 'score': 9.5, 'category': 'stock', 'num': '6645', 'change_rate': 39.33, 'change_rate_new': 0.3933, 'open': 110.5, 'close': 188.5}, {'query': '中天', 'score': 9, 'category': 'stock', 'num': '4128', 'change_rate': 0, 'change_rate_new': 0.0, 'open': 30.75, 'close': 31.5}, {'query': '宅配通', 'score': 7.75, 'category': 'stock', 'num': '2642', 'change_rate': -2.2, 'change_rate_new': -0.022000000000000002, 'open': 37, 'close': 35.6}, {'query': '京元電子', 'score': 6.75, 'category': 'stock', 'num': '2449', 'change_rate': -1.58, 'change_rate_new': -0.0158, 'open': 31.65, 'close': 31.1}]",2020-05-22T05:02:22.182Z,2020-05-22 13:02:22.182,2020-05-22 00:00:00.000,2020-05-22,13,4,2020-05-22,0.088875,0.3716331520938567
"[{'query': '金萬林', 'score': 10, 'category': 'stock', 'num': '6645', 'change_rate': 8.41, 'change_rate_new': 0.08410000000000001, 'open': 153.96, 'close': 153.5}, {'query': '基米', 'score': 9, 'category': 'stock', 'num': '4195', 'change_rate': -14.29, 'change_rate_new': -0.1429, 'open': 39.96, 'close': 32.65}, {'query': '矽統', 'score': 7.25, 'category': 'stock', 'num': '2363', 'change_rate': -1.85, 'change_rate_new': -0.018500000000000003, 'open': 13.65, 'close': 13.3}, {'query': '宅配通', 'score': 6.5, 'category': 'stock', 'num': '2642', 'change_rate': 0.7, 'change_rate_new': 0.006999999999999999, 'open': 36, 'close': 35.85}]",2020-05-25T05:02:21.099Z,2020-05-25 13:02:21.099,2020-05-25 00:00:00.000,2020-05-25,13,0,2020-05-25,-0.017575,0.3475266994458073
"[{'query': '金萬林', 'score': 9.5, 'category': 'stock', 'num': '6645', 'change_rate': -30.33, 'change_rate_new': -0.30329999999999996, 'open': 166.91, 'close': 110.5}, {'query': '基米', 'score': 8.5, 'category': 'stock', 'num': '4195', 'change_rate': -15.88, 'change_rate_new': -0.1588, 'open': 34.25, 'close': 28.1}, {'query': '博錸', 'score': 7.5, 'category': 'stock', 'num': '6572', 'change_rate': -25.71, 'change_rate_new': -0.2571, 'open': 62.23, 'close': 45.45}, {'query': '矽統', 'score': 7, 'category': 'stock', 'num': '2363', 'change_rate': -7.52, 'change_rate_new': -0.07519999999999999, 'open': 13.3, 'close': 12.3}]",2020-05-26T05:04:25.799Z,2020-05-26 13:04:25.799,2020-05-26 00:00:00.000,2020-05-26,13,1,2020-05-26,-0.1986,0.07990789693586997
"[{'query': '鳳凰', 'score': 9.5, 'category': 'stock', 'num': '5706', 'change_rate': -1.77, 'change_rate_new': -0.0177, 'open': 37.5, 'close': 36.1}, {'query': '金萬林', 'score': 8.75, 'category': 'stock', 'num': '6645', 'change_rate': -8, 'change_rate_new': -0.08, 'open': 116.29, 'close': 103}, {'query': '博錸', 'score': 7.75, 'category': 'stock', 'num': '6572', 'change_rate': -8.03, 'change_rate_new': -0.0803, 'open': 46.23, 'close': 42.45}, {'query': '基米', 'score': 7.5, 'category': 'stock', 'num': '4195', 'change_rate': -0.62, 'change_rate_new': -0.0062, 'open': 28.81, 'close': 29}]",2020-05-27T05:02:27.294Z,2020-05-27 13:02:27.294,2020-05-27 00:00:00.000,2020-05-27,13,2,2020-05-27,-0.04605,0.03017813828197302
"[{'query': '基米', 'score': 9.5, 'category': 'stock', 'num': '4195', 'change_rate': 2.83, 'change_rate_new': 0.028300000000000002, 'open': 28.63, 'close': 29.4}, {'query': '金萬林', 'score': 9, 'category': 'stock', 'num': '6645', 'change_rate': 1.92, 'change_rate_new': 0.0192, 'open': 106.99, 'close': 110}, {'query': '博錸', 'score': 7.5, 'category': 'stock', 'num': '6572', 'change_rate': 17.62, 'change_rate_new': 0.17620000000000002, 'open': 42.52, 'close': 50.4}, {'query': '美德醫療-DR', 'score': 6.25, 'category': 'stock', 'num': '9103', 'change_rate': 7.66, 'change_rate_new': 0.0766, 'open': 9.08, 'close': 9}]",2020-05-28T05:02:28.024Z,2020-05-28 13:02:28.024,2020-05-28 00:00:00.000,2020-05-28,13,3,2020-05-28,0.075075,0.10751876201349209
"[{'query': '美德醫療-DR', 'score': 9.5, 'category': 'stock', 'num': '9103', 'change_rate': -5.44, 'change_rate_new': -0.054400000000000004, 'open': 9.5, 'close': 8.51}, {'query': '基米', 'score': 7.75, 'category': 'stock', 'num': '4195', 'change_rate': -1.12, 'change_rate_new': -0.011200000000000002, 'open': 29.44, 'close': 28.6}, {'query': '博錸', 'score': 7.25, 'category': 'stock', 'num': '6572', 'change_rate': 0.06, 'change_rate_new': 0.0006, 'open': 50.01, 'close': 48.95}, {'query': 'ABC-KY', 'score': 7, 'category': 'stock', 'num': '6598', 'change_rate': -2.08, 'change_rate_new': -0.0208, 'open': 111.64, 'close': 109}]",2020-05-29T05:02:30.249Z,2020-05-29 13:02:30.249,2020-05-29 00:00:00.000,2020-05-29,13,4,2020-05-29,-0.02145,0.08376248456830271
"[{'query': '南緯', 'score': 9.5, 'category': 'stock', 'num': '1467', 'change_rate': 6.29, 'change_rate_new': 0.0629, 'open': 15.9, 'close': 16.05}, {'query': '燦星旅', 'score': 9, 'category': 'stock', 'num': '2719', 'change_rate': 9.68, 'change_rate_new': 0.0968, 'open': 15.3, 'close': 15.3}, {'query': '易飛網', 'score': 8.25, 'category': 'stock', 'num': '2734', 'change_rate': -4.14, 'change_rate_new': -0.0414, 'open': 16.45, 'close': 15.05}, {'query': '美德醫療-DR', 'score': 7.25, 'category': 'stock', 'num': '9103', 'change_rate': -9.99, 'change_rate_new': -0.0999, 'open': 8, 'close': 7.66}]",2020-06-01T05:02:35.546Z,2020-06-01 13:02:35.546,2020-06-01 00:00:00.000,2020-06-01,13,0,2020-06-01,0.004600000000000003,0.08874779199731675
"[{'query': '燦星旅', 'score': 9.75, 'category': 'stock', 'num': '2719', 'change_rate': 9.8, 'change_rate_new': 0.098, 'open': 16.8, 'close': 16.8}, {'query': '南緯', 'score': 9, 'category': 'stock', 'num': '1467', 'change_rate': 4.05, 'change_rate_new': 0.0405, 'open': 16.95, 'close': 16.7}, {'query': '易飛網', 'score': 8, 'category': 'stock', 'num': '2734', 'change_rate': 1.66, 'change_rate_new': 0.0166, 'open': 15.05, 'close': 15.3}, {'query': '特力', 'score': 6.75, 'category': 'stock', 'num': '2908', 'change_rate': 2.58, 'change_rate_new': 0.0258, 'open': 19.55, 'close': 19.85}]",2020-06-02T05:02:37.829Z,2020-06-02 13:02:37.829,2020-06-02 00:00:00.000,2020-06-02,13,1,2020-06-02,0.045225,0.13798641089039543
"[{'query': '燦星旅', 'score': 10, 'category': 'stock', 'num': '2719', 'change_rate': 9.82, 'change_rate_new': 0.09820000000000001, 'open': 18.45, 'close': 18.45}, {'query': '鈺創', 'score': 8.5, 'category': 'stock', 'num': '5351', 'change_rate': -0.73, 'change_rate_new': -0.0073, 'open': 8.07, 'close': 8.19}, {'query': '南緯', 'score': 7.5, 'category': 'stock', 'num': '1467', 'change_rate': 4.79, 'change_rate_new': 0.0479, 'open': 17.15, 'close': 17.5}, {'query': '義隆', 'score': 6.25, 'category': 'stock', 'num': '2458', 'change_rate': 0, 'change_rate_new': 0.0, 'open': 114.5, 'close': 113.5}]",2020-06-03T05:02:36.524Z,2020-06-03 13:02:36.524,2020-06-03 00:00:00.000,2020-06-03,13,2,2020-06-03,0.0347,0.17747453934829216
"[{'query': '燦星旅', 'score': 9.75, 'category': 'stock', 'num': '2719', 'change_rate': 8.4, 'change_rate_new': 0.084, 'open': 20.25, 'close': 20}, {'query': '鈺創', 'score': 9, 'category': 'stock', 'num': '5351', 'change_rate': -1.83, 'change_rate_new': -0.0183, 'open': 8.2, 'close': 8.04}, {'query': '愛普', 'score': 8.25, 'category': 'stock', 'num': '6531', 'change_rate': -5.24, 'change_rate_new': -0.0524, 'open': 273, 'close': 271.5}, {'query': '南緯', 'score': 6.25, 'category': 'stock', 'num': '1467', 'change_rate': 9.43, 'change_rate_new': 0.0943, 'open': 17.85, 'close': 19.15}]",2020-06-04T05:05:02.982Z,2020-06-04 13:05:02.982,2020-06-04 00:00:00.000,2020-06-04,13,3,2020-06-04,0.0269,0.2091486044567612
"[{'query': '燦星旅', 'score': 9.75, 'category': 'stock', 'num': '2719', 'change_rate': 9.5, 'change_rate_new': 0.095, 'open': 22, 'close': 21.9}, {'query': '鈺創', 'score': 8.5, 'category': 'stock', 'num': '5351', 'change_rate': 4.1, 'change_rate_new': 0.040999999999999995, 'open': 8.11, 'close': 8.37}, {'query': '南緯', 'score': 7.5, 'category': 'stock', 'num': '1467', 'change_rate': 9.92, 'change_rate_new': 0.0992, 'open': 20.3, 'close': 21.05}, {'query': '愛普', 'score': 7.25, 'category': 'stock', 'num': '6531', 'change_rate': 4.24, 'change_rate_new': 0.0424, 'open': 271.5, 'close': 283}]",2020-06-05T05:02:44.527Z,2020-06-05 13:02:44.527,2020-06-05 00:00:00.000,2020-06-05,13,4,2020-06-05,0.0694,0.2930635176060603
"[{'query': '燦星旅', 'score': 9.25, 'category': 'stock', 'num': '2719', 'change_rate': -9.82, 'change_rate_new': -0.09820000000000001, 'open': 21.6, 'close': 19.75}, {'query': '日揚', 'score': 8.25, 'category': 'stock', 'num': '6208', 'change_rate': 0.31, 'change_rate_new': 0.0031, 'open': 33.1, 'close': 32.85}, {'query': '鈺創', 'score': 7.75, 'category': 'stock', 'num': '5351', 'change_rate': -2.03, 'change_rate_new': -0.0203, 'open': 8.4, 'close': 8.2}, {'query': '群創', 'score': 7.75, 'category': 'stock', 'num': '3481', 'change_rate': -1.02, 'change_rate_new': -0.0102, 'open': 7.79, 'close': 7.77}]",2020-06-08T05:03:56.538Z,2020-06-08 13:03:56.538,2020-06-08 00:00:00.000,2020-06-08,13,0,2020-06-08,-0.0314,0.25246132315323
"[{'query': '廣明', 'score': 9.5, 'category': 'stock', 'num': '6188', 'change_rate': -9.86, 'change_rate_new': -0.0986, 'open': 26.05, 'close': 26.05}, {'query': '日揚', 'score': 8.5, 'category': 'stock', 'num': '6208', 'change_rate': -3.65, 'change_rate_new': -0.0365, 'open': 33.95, 'close': 31.65}, {'query': '群創', 'score': 8.5, 'category': 'stock', 'num': '3481', 'change_rate': 3.47, 'change_rate_new': 0.0347, 'open': 7.94, 'close': 8.04}, {'query': '鈺創', 'score': 7.25, 'category': 'stock', 'num': '5351', 'change_rate': -3.66, 'change_rate_new': -0.0366, 'open': 8.11, 'close': 7.9}]",2020-06-09T05:02:40.557Z,2020-06-09 13:02:40.557,2020-06-09 00:00:00.000,2020-06-09,13,1,2020-06-09,-0.034249999999999996,0.20956452283523186
"[{'query': '圓剛', 'score': 9, 'category': 'stock', 'num': '2417', 'change_rate': 3.23, 'change_rate_new': 0.0323, 'open': 22, 'close': 20.8}, {'query': '廣明', 'score': 8.75, 'category': 'stock', 'num': '6188', 'change_rate': 4.8, 'change_rate_new': 0.048, 'open': 25.05, 'close': 27.3}, {'query': '群創', 'score': 8.25, 'category': 'stock', 'num': '3481', 'change_rate': -2.99, 'change_rate_new': -0.029900000000000003, 'open': 8.04, 'close': 7.8}, {'query': '日揚', 'score': 7.75, 'category': 'stock', 'num': '6208', 'change_rate': -7.74, 'change_rate_new': -0.0774, 'open': 31.5, 'close': 29.2}]",2020-06-10T05:02:54.892Z,2020-06-10 13:02:54.892,2020-06-10 00:00:00.000,2020-06-10,13,2,2020-06-10,-0.006749999999999997,0.20139996230609403
"[{'query': '廣明', 'score': 10, 'category': 'stock', 'num': '6188', 'change_rate': -3.66, 'change_rate_new': -0.0366, 'open': 25.9, 'close': 26.3}, {'query': '圓剛', 'score': 9, 'category': 'stock', 'num': '2417', 'change_rate': 9.86, 'change_rate_new': 0.0986, 'open': 20.5, 'close': 22.85}, {'query': '展旺', 'score': 7.5, 'category': 'stock', 'num': '4167', 'change_rate': 8.25, 'change_rate_new': 0.0825, 'open': 32.45, 'close': 36.1}, {'query': '永昕', 'score': 6.25, 'category': 'stock', 'num': '4726', 'change_rate': 4.31, 'change_rate_new': 0.0431, 'open': 30.75, 'close': 35.1}]",2020-06-11T05:02:43.553Z,2020-06-11 13:02:43.553,2020-06-11 00:00:00.000,2020-06-11,13,3,2020-06-11,0.0469,0.2577456205382498
"[{'query': '圓剛', 'score': 9.75, 'category': 'stock', 'num': '2417', 'change_rate': 6.13, 'change_rate_new': 0.0613, 'open': 23.8, 'close': 24.25}, {'query': '廣明', 'score': 9.25, 'category': 'stock', 'num': '6188', 'change_rate': -8.75, 'change_rate_new': -0.0875, 'open': 25.55, 'close': 24}, {'query': '展旺', 'score': 7, 'category': 'stock', 'num': '4167', 'change_rate': 9.97, 'change_rate_new': 0.09970000000000001, 'open': 37.1, 'close': 39.7}, {'query': '永昕', 'score': 6.75, 'category': 'stock', 'num': '4726', 'change_rate': 9.97, 'change_rate_new': 0.09970000000000001, 'open': 36.5, 'close': 38.6}]",2020-06-12T05:02:49.717Z,2020-06-12 13:02:49.717,2020-06-12 00:00:00.000,2020-06-12,13,4,2020-06-12,0.043300000000000005,0.31220600590755576
"[{'query': '圓剛', 'score': 8.25, 'category': 'stock', 'num': '2417', 'change_rate': -2.89, 'change_rate_new': -0.028900000000000002, 'open': 24, 'close': 23.55}, {'query': '合一', 'score': 7.75, 'category': 'stock', 'num': '4743', 'change_rate': 9.86, 'change_rate_new': 0.0986, 'open': 189.5, 'close': 189.5}, {'query': '廣明', 'score': 7.5, 'category': 'stock', 'num': '6188', 'change_rate': 6.67, 'change_rate_new': 0.0667, 'open': 25.35, 'close': 25.6}, {'query': '豆府', 'score': 7.25, 'category': 'stock', 'num': '2752', 'change_rate': 2.82, 'change_rate_new': 0.0282, 'open': 142, 'close': 146}]",2020-06-15T05:04:18.327Z,2020-06-15 13:04:18.327,2020-06-15 00:00:00.000,2020-06-15,13,0,2020-06-15,0.04114999999999999,0.36620328305065164
"[{'query': '如興', 'score': 9.25, 'category': 'stock', 'num': '4414', 'change_rate': 9.7, 'change_rate_new': 0.09699999999999999, 'open': 13.9, 'close': 14.7}, {'query': '華紙', 'score': 8.25, 'category': 'stock', 'num': '1905', 'change_rate': -2.26, 'change_rate_new': -0.0226, 'open': 9.3, 'close': 9.09}, {'query': '豆府', 'score': 8, 'category': 'stock', 'num': '2752', 'change_rate': 0.68, 'change_rate_new': 0.0068000000000000005, 'open': 142, 'close': 147}, {'query': '圓剛', 'score': 7, 'category': 'stock', 'num': '2417', 'change_rate': 4.03, 'change_rate_new': 0.0403, 'open': 24, 'close': 24.5}]",2020-06-16T05:03:36.324Z,2020-06-16 13:03:36.324,2020-06-16 00:00:00.000,2020-06-16,13,1,2020-06-16,0.030375,0.40770170777331516
"[{'query': '華紙', 'score': 9.75, 'category': 'stock', 'num': '1905', 'change_rate': -0.22, 'change_rate_new': -0.0022, 'open': 9.19, 'close': 9.07}, {'query': '金麗科', 'score': 7.5, 'category': 'stock', 'num': '3228', 'change_rate': 1.98, 'change_rate_new': 0.019799999999999998, 'open': 52, 'close': 51.5}, {'query': '榮成', 'score': 7.5, 'category': 'stock', 'num': '1909', 'change_rate': 0.68, 'change_rate_new': 0.0068000000000000005, 'open': 15, 'close': 14.85}, {'query': '豆府', 'score': 7.25, 'category': 'stock', 'num': '2752', 'change_rate': -2.04, 'change_rate_new': -0.0204, 'open': 146.5, 'close': 144}]",2020-06-17T05:03:23.416Z,2020-06-17 13:03:23.416,2020-06-17 00:00:00.000,2020-06-17,13,2,2020-06-17,0.0009999999999999992,0.4091094094810883
