data,time,real_time,timesplit,hour,weekday,price_date,all_return,c_return
"[{'query': '合一', 'score': 9.5, 'category': 'stock', 'num': '4743', 'change_rate': 1.95, 'change_rate_new': 0.0195, 'open': 45.55, 'close': 47, 'change_rate_today': 0.03183315038419326}, {'query': '定穎', 'score': 8.75, 'category': 'stock', 'num': '6251', 'change_rate': -2.26, 'change_rate_new': -0.0226, 'open': 19.65, 'close': 19.5, 'change_rate_today': -0.0076335877862594706}, {'query': '矽統', 'score': 7.25, 'category': 'stock', 'num': '2363', 'change_rate': -2.25, 'change_rate_new': -0.0225, 'open': 10.85, 'close': 10.85, 'change_rate_today': 0.0}, {'query': '巨大', 'score': 6, 'category': 'stock', 'num': '9921', 'change_rate': 2.79, 'change_rate_new': 0.0279, 'open': 142, 'close': 147.5, 'change_rate_today': 0.03873239436619718}]",2020-04-22T00:02:26.476Z,2020-04-22 08:02:26.476,2020-04-22,8,2,2020-04-22,0.01573298924103274,-0.01997735386385535
"[{'query': '定穎', 'score': 9.25, 'category': 'stock', 'num': '6251', 'change_rate': 2.05, 'change_rate_new': 0.020499999999999997, 'open': 19.7, 'close': 19.9, 'change_rate_today': 0.010152284263959355}, {'query': '台勝科', 'score': 8.5, 'category': 'stock', 'num': '3532', 'change_rate': 0, 'change_rate_new': 0.0, 'open': 143, 'close': 139, 'change_rate_today': -0.027972027972027972}, {'query': '合一', 'score': 7, 'category': 'stock', 'num': '4743', 'change_rate': 10, 'change_rate_new': 0.1, 'open': 47.1, 'close': 51.7, 'change_rate_today': 0.09766454352441617}, {'query': '巨大', 'score': 6.75, 'category': 'stock', 'num': '9921', 'change_rate': 2.03, 'change_rate_new': 0.0203, 'open': 148, 'close': 150.5, 'change_rate_today': 0.016891891891891893}]",2020-04-23T00:02:23.994Z,2020-04-23 08:02:23.994,2020-04-23,8,3,2020-04-23,0.024184172927059863,0.003723683282735868
"[{'query': '定穎', 'score': 8.25, 'category': 'stock', 'num': '6251', 'change_rate': -1.51, 'change_rate_new': -0.0151, 'open': 19.55, 'close': 19.6, 'change_rate_today': 0.0025575447570332843}, {'query': '合一', 'score': 8.25, 'category': 'stock', 'num': '4743', 'change_rate': 6.58, 'change_rate_new': 0.0658, 'open': 53.1, 'close': 55.1, 'change_rate_today': 0.03766478342749529}, {'query': '寶齡富錦', 'score': 8, 'category': 'stock', 'num': '1760', 'change_rate': 9.95, 'change_rate_new': 0.09949999999999999, 'open': 114, 'close': 116, 'change_rate_today': 0.017543859649122806}, {'query': '巨大', 'score': 6.75, 'category': 'stock', 'num': '9921', 'change_rate': 0, 'change_rate_new': 0.0, 'open': 148, 'close': 150.5, 'change_rate_today': 0.016891891891891893}]",2020-04-24T00:02:15.463Z,2020-04-24 08:02:15.463,2020-04-24,8,4,2020-04-24,0.01866451993138582,0.02245770397497049
"[{'query': '寶齡富錦', 'score': 10, 'category': 'stock', 'num': '1760', 'change_rate': 9.91, 'change_rate_new': 0.09910000000000001, 'open': 127.5, 'close': 127.5, 'change_rate_today': 0.0}, {'query': '強茂', 'score': 8.25, 'category': 'stock', 'num': '2481', 'change_rate': 0.63, 'change_rate_new': 0.0063, 'open': 24, 'close': 23.85, 'change_rate_today': -0.0062499999999999405}, {'query': '敏成', 'score': 7.75, 'category': 'stock', 'num': '4431', 'change_rate': 50.01, 'change_rate_new': 0.5001, 'open': 88.01, 'close': 162.5, 'change_rate_today': 0.846381093057607}, {'query': 'ABC-KY', 'score': 6.75, 'category': 'stock', 'num': '6598', 'change_rate': 7.19, 'change_rate_new': 0.0719, 'open': 73.01, 'close': 75.9, 'change_rate_today': 0.039583618682372285}]",2020-04-27T00:02:18.899Z,2020-04-27 08:02:18.899,2020-04-27,8,0,2020-04-27,0.21992867793499482,0.24732547505463587
"[{'query': '敏成', 'score': 9.25, 'category': 'stock', 'num': '4431', 'change_rate': 15.97, 'change_rate_new': 0.1597, 'open': 132.02, 'close': 145.5, 'change_rate_today': 0.10210574155430986}, {'query': '寶齡富錦', 'score': 7.75, 'category': 'stock', 'num': '1760', 'change_rate': -9.41, 'change_rate_new': -0.0941, 'open': 125, 'close': 115.5, 'change_rate_today': -0.076}, {'query': '晶電', 'score': 7.75, 'category': 'stock', 'num': '2448', 'change_rate': -2.24, 'change_rate_new': -0.022400000000000003, 'open': 40.4, 'close': 39.35, 'change_rate_today': -0.02599009900990092}, {'query': '強茂', 'score': 6.5, 'category': 'stock', 'num': '2481', 'change_rate': 1.26, 'change_rate_new': 0.0126, 'open': 23.85, 'close': 24.15, 'change_rate_today': 0.012578616352201137}]",2020-04-28T00:02:01.652Z,2020-04-28 08:02:01.652,2020-04-28,8,1,2020-04-28,0.0031735647241525203,0.2512839431818059
"[{'query': '康那香', 'score': 9, 'category': 'stock', 'num': '9919', 'change_rate': 9.84, 'change_rate_new': 0.0984, 'open': 26.5, 'close': 27.9, 'change_rate_today': 0.05283018867924523}, {'query': '敏成', 'score': 8.75, 'category': 'stock', 'num': '4431', 'change_rate': -3.53, 'change_rate_new': -0.0353, 'open': 153.1, 'close': 153.5, 'change_rate_today': 0.0026126714565643744}, {'query': '台康生技', 'score': 8.25, 'category': 'stock', 'num': '6589', 'change_rate': -0.53, 'change_rate_new': -0.0053, 'open': 45.75, 'close': 46.65, 'change_rate_today': 0.019672131147540954}, {'query': '強茂', 'score': 7, 'category': 'stock', 'num': '2481', 'change_rate': 1.04, 'change_rate_new': 0.0104, 'open': 24.5, 'close': 24.4, 'change_rate_today': -0.004081632653061282}]",2020-04-29T00:02:01.654Z,2020-04-29 08:02:01.654,2020-04-29,8,2,2020-04-29,0.017758339657572317,0.2735046684528948
"[{'query': '康那香', 'score': 9.75, 'category': 'stock', 'num': '9919', 'change_rate': 9.86, 'change_rate_new': 0.0986, 'open': 30.6, 'close': 30.65, 'change_rate_today': 0.0016339869281044822}, {'query': '盛弘', 'score': 8.75, 'category': 'stock', 'num': '8403', 'change_rate': 4.4, 'change_rate_new': 0.044000000000000004, 'open': 45.65, 'close': 46.3, 'change_rate_today': 0.014238773274917823}, {'query': '台康生技', 'score': 8.5, 'category': 'stock', 'num': '6589', 'change_rate': -0.75, 'change_rate_new': -0.0075, 'open': 46.65, 'close': 46.3, 'change_rate_today': -0.007502679528403031}, {'query': '敏成', 'score': 6.5, 'category': 'stock', 'num': '4431', 'change_rate': 1.4, 'change_rate_new': 0.013999999999999999, 'open': 147.69, 'close': 150.5, 'change_rate_today': 0.019026338953212825}]",2020-04-30T00:03:14.721Z,2020-04-30 08:03:14.721,2020-04-30,8,3,2020-04-30,0.006849104906958024,0.28222703552662964
"[{'query': '康那香', 'score': 9.5, 'category': 'stock', 'num': '9919', 'change_rate': 9.95, 'change_rate_new': 0.09949999999999999, 'open': 33.7, 'close': 33.7, 'change_rate_today': 0.0}, {'query': '正新', 'score': 7.75, 'category': 'stock', 'num': '2105', 'change_rate': -1.3, 'change_rate_new': -0.013000000000000001, 'open': 33.4, 'close': 34.1, 'change_rate_today': 0.020958083832335415}, {'query': '盛弘', 'score': 7.25, 'category': 'stock', 'num': '8403', 'change_rate': 9.94, 'change_rate_new': 0.09939999999999999, 'open': 45.3, 'close': 50.9, 'change_rate_today': 0.12362030905077266}, {'query': '新麗', 'score': 7, 'category': 'stock', 'num': '9944', 'change_rate': 1.55, 'change_rate_new': 0.0155, 'open': 22.6, 'close': 22.9, 'change_rate_today': 0.013274336283185714}]",2020-05-04T00:01:46.950Z,2020-05-04 08:01:46.950,2020-05-04,8,0,2020-05-04,0.03946318229157345,0.33282779476880076
"[{'query': '康那香', 'score': 9.25, 'category': 'stock', 'num': '9919', 'change_rate': 9.94, 'change_rate_new': 0.09939999999999999, 'open': 37.05, 'close': 37.05, 'change_rate_today': 0.0}, {'query': '盛弘', 'score': 7.75, 'category': 'stock', 'num': '8403', 'change_rate': -1.57, 'change_rate_new': -0.015700000000000002, 'open': 50.6, 'close': 50.1, 'change_rate_today': -0.009881422924901186}, {'query': '日揚', 'score': 7.25, 'category': 'stock', 'num': '6208', 'change_rate': 1.23, 'change_rate_new': 0.0123, 'open': 24.3, 'close': 24.6, 'change_rate_today': 0.012345679012345708}, {'query': '新麗', 'score': 7.25, 'category': 'stock', 'num': '9944', 'change_rate': 3.49, 'change_rate_new': 0.0349, 'open': 23.05, 'close': 23.7, 'change_rate_today': 0.028199566160520544}]",2020-05-05T00:01:49.966Z,2020-05-05 08:01:49.966,2020-05-05,8,1,2020-05-05,0.007665955561991266,0.3430451934152854
"[{'query': '台燿', 'score': 9.75, 'category': 'stock', 'num': '6274', 'change_rate': 1.42, 'change_rate_new': 0.014199999999999999, 'open': 141, 'close': 142.5, 'change_rate_today': 0.010638297872340425}, {'query': '鈺太', 'score': 9.25, 'category': 'stock', 'num': '6679', 'change_rate': 1.28, 'change_rate_new': 0.0128, 'open': 161, 'close': 158.5, 'change_rate_today': -0.015527950310559006}, {'query': '新麗', 'score': 7.5, 'category': 'stock', 'num': '9944', 'change_rate': 3.38, 'change_rate_new': 0.0338, 'open': 24.3, 'close': 24.5, 'change_rate_today': 0.00823045267489709}, {'query': '日揚', 'score': 7, 'category': 'stock', 'num': '6208', 'change_rate': 0.81, 'change_rate_new': 0.008100000000000001, 'open': 24.9, 'close': 24.8, 'change_rate_today': -0.004016064257028027}]",2020-05-06T00:01:53.773Z,2020-05-06 08:01:53.773,2020-05-06,8,2,2020-05-06,-0.00016881600508737932,0.34281846589108134
"[{'query': '台燿', 'score': 8, 'category': 'stock', 'num': '6274', 'change_rate': 3.16, 'change_rate_new': 0.0316, 'open': 144.5, 'close': 147, 'change_rate_today': 0.01730103806228374}, {'query': '遠東新', 'score': 8, 'category': 'stock', 'num': '1402', 'change_rate': -3.19, 'change_rate_new': -0.0319, 'open': 28, 'close': 27.35, 'change_rate_today': -0.023214285714285663}, {'query': '鈺太', 'score': 7.5, 'category': 'stock', 'num': '6679', 'change_rate': 1.58, 'change_rate_new': 0.0158, 'open': 160, 'close': 161, 'change_rate_today': 0.00625}, {'query': '新麗', 'score': 7.5, 'category': 'stock', 'num': '9944', 'change_rate': -7.35, 'change_rate_new': -0.0735, 'open': 24.8, 'close': 22.7, 'change_rate_today': -0.08467741935483876}]",2020-05-07T00:01:59.456Z,2020-05-07 08:01:59.456,2020-05-07,8,3,2020-05-07,-0.021085166751710172,0.31450491462049235
"[{'query': '南帝', 'score': 10, 'category': 'stock', 'num': '2108', 'change_rate': 3.39, 'change_rate_new': 0.0339, 'open': 40, 'close': 38.15, 'change_rate_today': -0.046250000000000034}, {'query': '鈺太', 'score': 8.25, 'category': 'stock', 'num': '6679', 'change_rate': 1.55, 'change_rate_new': 0.0155, 'open': 164, 'close': 163.5, 'change_rate_today': -0.003048780487804878}, {'query': '橘子', 'score': 8, 'category': 'stock', 'num': '6180', 'change_rate': -2.27, 'change_rate_new': -0.0227, 'open': 61.9, 'close': 60.4, 'change_rate_today': -0.024232633279483037}, {'query': '遠東新', 'score': 6, 'category': 'stock', 'num': '1402', 'change_rate': -0.37, 'change_rate_new': -0.0037, 'open': 27.5, 'close': 27.25, 'change_rate_today': -0.00909090909090909}]",2020-05-08T00:01:58.918Z,2020-05-08 08:01:58.918,2020-05-08,8,4,2020-05-08,-0.02065558071454926,0.28735305225687724
"[{'query': '美德醫療-DR', 'score': 9.25, 'category': 'stock', 'num': '9103', 'change_rate': -9.92, 'change_rate_new': -0.0992, 'open': 5.65, 'close': 4.63, 'change_rate_today': -0.18053097345132751}, {'query': '南帝', 'score': 8.25, 'category': 'stock', 'num': '2108', 'change_rate': -1.05, 'change_rate_new': -0.0105, 'open': 38.35, 'close': 37.75, 'change_rate_today': -0.015645371577575003}, {'query': '橘子', 'score': 8, 'category': 'stock', 'num': '6180', 'change_rate': 0, 'change_rate_new': 0.0, 'open': 61, 'close': 60.4, 'change_rate_today': -0.009836065573770515}, {'query': '國光生', 'score': 7, 'category': 'stock', 'num': '4142', 'change_rate': 7.95, 'change_rate_new': 0.0795, 'open': 39, 'close': 40.75, 'change_rate_today': 0.04487179487179487}]",2020-05-11T00:02:04.328Z,2020-05-11 08:02:04.328,2020-05-11,8,0,2020-05-11,-0.04028515393271954,0.2354918363809526
"[{'query': '美德醫療-DR', 'score': 9, 'category': 'stock', 'num': '9103', 'change_rate': 3.67, 'change_rate_new': 0.036699999999999997, 'open': 4.75, 'close': 4.8, 'change_rate_today': 0.010526315789473648}, {'query': '國光生', 'score': 8.75, 'category': 'stock', 'num': '4142', 'change_rate': 2.33, 'change_rate_new': 0.0233, 'open': 40.5, 'close': 41.7, 'change_rate_today': 0.0296296296296297}, {'query': '南帝', 'score': 7.75, 'category': 'stock', 'num': '2108', 'change_rate': -0.66, 'change_rate_new': -0.0066, 'open': 38.5, 'close': 37.5, 'change_rate_today': -0.025974025974025976}, {'query': '橘子', 'score': 6.25, 'category': 'stock', 'num': '6180', 'change_rate': 1.32, 'change_rate_new': 0.0132, 'open': 60, 'close': 61.2, 'change_rate_today': 0.02000000000000005}]",2020-05-12T00:02:03.879Z,2020-05-12 08:02:03.879,2020-05-12,8,1,2020-05-12,0.008545479861269356,0.24604970698750872
"[{'query': '美德醫療-DR', 'score': 9.25, 'category': 'stock', 'num': '9103', 'change_rate': 6.04, 'change_rate_new': 0.0604, 'open': 5.11, 'close': 5.09, 'change_rate_today': -0.003913894324853319}, {'query': '微星', 'score': 9, 'category': 'stock', 'num': '2377', 'change_rate': 3.66, 'change_rate_new': 0.0366, 'open': 99.1, 'close': 102, 'change_rate_today': 0.029263370332997033}, {'query': '南帝', 'score': 7, 'category': 'stock', 'num': '2108', 'change_rate': 3.73, 'change_rate_new': 0.0373, 'open': 37.5, 'close': 38.9, 'change_rate_today': 0.037333333333333295}, {'query': '惠特', 'score': 7, 'category': 'stock', 'num': '6706', 'change_rate': 3.41, 'change_rate_new': 0.0341, 'open': 130, 'close': 136.5, 'change_rate_today': 0.05}]",2020-05-13T00:02:05.047Z,2020-05-13 08:02:05.047,2020-05-13,8,2,2020-05-13,0.028170702335369252,0.28115180237812787
"[{'query': '錸德', 'score': 10, 'category': 'stock', 'num': '2349', 'change_rate': 9.86, 'change_rate_new': 0.0986, 'open': 6.46, 'close': 6.46, 'change_rate_today': 0.0}, {'query': '美德醫療-DR', 'score': 8.75, 'category': 'stock', 'num': '9103', 'change_rate': -5.7, 'change_rate_new': -0.057, 'open': 4.99, 'close': 4.8, 'change_rate_today': -0.0380761523046093}, {'query': '微星', 'score': 7.25, 'category': 'stock', 'num': '2377', 'change_rate': 0.49, 'change_rate_new': 0.0049, 'open': 103.5, 'close': 102.5, 'change_rate_today': -0.00966183574879227}, {'query': '南帝', 'score': 6.5, 'category': 'stock', 'num': '2108', 'change_rate': -6.68, 'change_rate_new': -0.0668, 'open': 38.9, 'close': 36.3, 'change_rate_today': -0.06683804627249361}]",2020-05-14T00:02:57.819Z,2020-05-14 08:02:57.819,2020-05-14,8,3,2020-05-14,-0.028644008581473795,0.2444544791566381
"[{'query': '錸德', 'score': 10, 'category': 'stock', 'num': '2349', 'change_rate': 9.91, 'change_rate_new': 0.09910000000000001, 'open': 7.1, 'close': 7.1, 'change_rate_today': 0.0}, {'query': '宇峻', 'score': 8, 'category': 'stock', 'num': '3546', 'change_rate': -9.88, 'change_rate_new': -0.09880000000000001, 'open': 88.4, 'close': 88.5, 'change_rate_today': 0.0011312217194569493}, {'query': '技嘉', 'score': 8, 'category': 'stock', 'num': '2376', 'change_rate': 5.94, 'change_rate_new': 0.0594, 'open': 61.2, 'close': 62.4, 'change_rate_today': 0.019607843137254832}, {'query': '微星', 'score': 7.5, 'category': 'stock', 'num': '2377', 'change_rate': 0.98, 'change_rate_new': 0.0098, 'open': 105, 'close': 103.5, 'change_rate_today': -0.014285714285714285}]",2020-05-15T00:02:10.547Z,2020-05-15 08:02:10.547,2020-05-15,8,4,2020-05-15,0.0016133376427493744,0.2464622044125495
"[{'query': '錸德', 'score': 10, 'category': 'stock', 'num': '2349', 'change_rate': -9.86, 'change_rate_new': -0.0986, 'open': 7.81, 'close': 6.4, 'change_rate_today': -0.18053777208706778}, {'query': '祥碩', 'score': 8, 'category': 'stock', 'num': '5269', 'change_rate': 4.76, 'change_rate_new': 0.047599999999999996, 'open': 1060, 'close': 1100, 'change_rate_today': 0.03773584905660377}, {'query': '雅茗-KY', 'score': 7.25, 'category': 'stock', 'num': '2726', 'change_rate': -1.98, 'change_rate_new': -0.019799999999999998, 'open': 64.9, 'close': 64.2, 'change_rate_today': -0.010785824345146421}, {'query': '技嘉', 'score': 7, 'category': 'stock', 'num': '2376', 'change_rate': -0.64, 'change_rate_new': -0.0064, 'open': 62.9, 'close': 62, 'change_rate_today': -0.014308426073131934}]",2020-05-18T00:02:15.036Z,2020-05-18 08:02:15.036,2020-05-18,8,0,2020-05-18,-0.04197404336218559,0.19414314579521164
"[{'query': '錸德', 'score': 9.5, 'category': 'stock', 'num': '2349', 'change_rate': -9.53, 'change_rate_new': -0.0953, 'open': 6, 'close': 5.79, 'change_rate_today': -0.034999999999999996}, {'query': '祥碩', 'score': 8.75, 'category': 'stock', 'num': '5269', 'change_rate': 0.45, 'change_rate_new': 0.0045000000000000005, 'open': 1120, 'close': 1105, 'change_rate_today': -0.013392857142857142}, {'query': '雅茗-KY', 'score': 8.5, 'category': 'stock', 'num': '2726', 'change_rate': 1.09, 'change_rate_new': 0.0109, 'open': 65.9, 'close': 64.9, 'change_rate_today': -0.015174506828528072}, {'query': '技嘉', 'score': 6.25, 'category': 'stock', 'num': '2376', 'change_rate': 0.97, 'change_rate_new': 0.0097, 'open': 64, 'close': 62.6, 'change_rate_today': -0.021874999999999978}]",2020-05-19T00:02:16.302Z,2020-05-19 08:02:16.302,2020-05-19,8,1,2020-05-19,-0.021360590992846297,0.16863554247096935
"[{'query': '宅配通', 'score': 10, 'category': 'stock', 'num': '2642', 'change_rate': -2.44, 'change_rate_new': -0.024399999999999998, 'open': 39.25, 'close': 38.05, 'change_rate_today': -0.030573248407643385}, {'query': '中天', 'score': 8.5, 'category': 'stock', 'num': '4128', 'change_rate': 4.35, 'change_rate_new': 0.0435, 'open': 35.4, 'close': 33.6, 'change_rate_today': -0.050847457627118564}, {'query': '錸德', 'score': 8, 'category': 'stock', 'num': '2349', 'change_rate': 2.76, 'change_rate_new': 0.0276, 'open': 5.8, 'close': 5.95, 'change_rate_today': 0.025862068965517303}, {'query': '雅茗-KY', 'score': 7.5, 'category': 'stock', 'num': '2726', 'change_rate': 1.85, 'change_rate_new': 0.018500000000000003, 'open': 66.1, 'close': 66.1, 'change_rate_today': 0.0}]",2020-05-20T00:04:15.865Z,2020-05-20 08:04:15.865,2020-05-20,8,2,2020-05-20,-0.013889659267311161,0.15240359297837824
"[{'query': '中天', 'score': 9.25, 'category': 'stock', 'num': '4128', 'change_rate': -9.97, 'change_rate_new': -0.09970000000000001, 'open': 30.25, 'close': 30.25, 'change_rate_today': 0.0}, {'query': '錸德', 'score': 9, 'category': 'stock', 'num': '2349', 'change_rate': -5.55, 'change_rate_new': -0.0555, 'open': 5.85, 'close': 5.62, 'change_rate_today': -0.03931623931623924}, {'query': '宅配通', 'score': 8.25, 'category': 'stock', 'num': '2642', 'change_rate': 1.18, 'change_rate_new': 0.0118, 'open': 38.7, 'close': 38.5, 'change_rate_today': -0.005167958656330822}, {'query': '雅茗-KY', 'score': 7, 'category': 'stock', 'num': '2726', 'change_rate': -2.57, 'change_rate_new': -0.025699999999999997, 'open': 66.1, 'close': 64.4, 'change_rate_today': -0.025718608169440074}]",2020-05-21T00:02:18.235Z,2020-05-21 08:02:18.235,2020-05-21,8,3,2020-05-21,-0.017550701535502533,0.13217810146957398
"[{'query': '金萬林', 'score': 9.5, 'category': 'stock', 'num': '6645', 'change_rate': 50.01, 'change_rate_new': 0.5001, 'open': 73.66, 'close': 129.5, 'change_rate_today': 0.7580776540863428}, {'query': '中天', 'score': 8.25, 'category': 'stock', 'num': '4128', 'change_rate': 4.13, 'change_rate_new': 0.041299999999999996, 'open': 27.25, 'close': 31.5, 'change_rate_today': 0.1559633027522936}, {'query': '宅配通', 'score': 7.75, 'category': 'stock', 'num': '2642', 'change_rate': -5.45, 'change_rate_new': -0.0545, 'open': 38.25, 'close': 36.4, 'change_rate_today': -0.04836601307189546}, {'query': '京元電子', 'score': 7.5, 'category': 'stock', 'num': '2449', 'change_rate': -2.17, 'change_rate_new': -0.0217, 'open': 32.05, 'close': 31.6, 'change_rate_today': -0.014040561622464767}]",2020-05-22T00:02:20.578Z,2020-05-22 08:02:20.578,2020-05-22,8,4,2020-05-22,0.212908595536069,0.37322855095015406
"[{'query': '金萬林', 'score': 9.5, 'category': 'stock', 'num': '6645', 'change_rate': 39.33, 'change_rate_new': 0.3933, 'open': 110.5, 'close': 188.5, 'change_rate_today': 0.7058823529411765}, {'query': '基米', 'score': 9.5, 'category': 'stock', 'num': '4195', 'change_rate': 3.15, 'change_rate_new': 0.0315, 'open': 38.74, 'close': 40, 'change_rate_today': 0.03252452245740831}, {'query': '矽統', 'score': 7.5, 'category': 'stock', 'num': '2363', 'change_rate': -2.52, 'change_rate_new': -0.0252, 'open': 14, 'close': 13.55, 'change_rate_today': -0.03214285714285709}, {'query': '宅配通', 'score': 7.25, 'category': 'stock', 'num': '2642', 'change_rate': -2.2, 'change_rate_new': -0.022000000000000002, 'open': 37, 'close': 35.6, 'change_rate_today': -0.0378378378378378}]",2020-05-25T00:03:33.882Z,2020-05-25 08:03:33.882,2020-05-25,8,0,2020-05-25,0.16710654510447248,0.6027040297382553
"[{'query': '金萬林', 'score': 9, 'category': 'stock', 'num': '6645', 'change_rate': 8.41, 'change_rate_new': 0.08410000000000001, 'open': 153.96, 'close': 153.5, 'change_rate_today': -0.002987789036113328}, {'query': '基米', 'score': 8.5, 'category': 'stock', 'num': '4195', 'change_rate': -14.29, 'change_rate_new': -0.1429, 'open': 39.96, 'close': 32.65, 'change_rate_today': -0.18293293293293297}, {'query': '博錸', 'score': 8, 'category': 'stock', 'num': '6572', 'change_rate': 19.44, 'change_rate_new': 0.19440000000000002, 'open': 52.1, 'close': 58.5, 'change_rate_today': 0.12284069097888672}, {'query': '矽統', 'score': 7, 'category': 'stock', 'num': '2363', 'change_rate': -1.85, 'change_rate_new': -0.018500000000000003, 'open': 13.65, 'close': 13.3, 'change_rate_today': -0.025641025641025616}]",2020-05-26T00:02:23.911Z,2020-05-26 08:02:23.911,2020-05-26,8,1,2020-05-26,-0.0221802641577963,0.5671556309918961
"[{'query': '鳳凰', 'score': 9.5, 'category': 'stock', 'num': '5706', 'change_rate': -2.78, 'change_rate_new': -0.0278, 'open': 39, 'close': 36.75, 'change_rate_today': -0.057692307692307696}, {'query': '基米', 'score': 8.5, 'category': 'stock', 'num': '4195', 'change_rate': -15.88, 'change_rate_new': -0.1588, 'open': 34.25, 'close': 28.1, 'change_rate_today': -0.1795620437956204}, {'query': '博錸', 'score': 8.25, 'category': 'stock', 'num': '6572', 'change_rate': -25.71, 'change_rate_new': -0.2571, 'open': 62.23, 'close': 45.45, 'change_rate_today': -0.2696448658203438}, {'query': '金萬林', 'score': 7.5, 'category': 'stock', 'num': '6645', 'change_rate': -30.33, 'change_rate_new': -0.30329999999999996, 'open': 166.91, 'close': 110.5, 'change_rate_today': -0.33796656880953807}]",2020-05-27T00:02:52.617Z,2020-05-27 08:02:52.617,2020-05-27,8,2,2020-05-27,-0.21121644652945248,0.23614658745516603
"[{'query': '金萬林', 'score': 9.25, 'category': 'stock', 'num': '6645', 'change_rate': -8, 'change_rate_new': -0.08, 'open': 116.29, 'close': 103, 'change_rate_today': -0.11428325737380692}, {'query': '鳳凰', 'score': 8.25, 'category': 'stock', 'num': '5706', 'change_rate': -1.77, 'change_rate_new': -0.0177, 'open': 37.5, 'close': 36.1, 'change_rate_today': -0.037333333333333295}, {'query': '博錸', 'score': 7.5, 'category': 'stock', 'num': '6572', 'change_rate': -8.03, 'change_rate_new': -0.0803, 'open': 46.23, 'close': 42.45, 'change_rate_today': -0.08176508760545088}, {'query': '基米', 'score': 6.75, 'category': 'stock', 'num': '4195', 'change_rate': -0.62, 'change_rate_new': -0.0062, 'open': 28.81, 'close': 29, 'change_rate_today': 0.006594932315168389}]",2020-05-28T00:03:43.796Z,2020-05-28 08:03:43.796,2020-05-28,8,3,2020-05-28,-0.05669668649935568,0.16606117191897218
"[{'query': '美德醫療-DR', 'score': 9.5, 'category': 'stock', 'num': '9103', 'change_rate': 7.66, 'change_rate_new': 0.0766, 'open': 9.08, 'close': 9, 'change_rate_today': -0.008810572687224677}, {'query': '鳳凰', 'score': 8, 'category': 'stock', 'num': '5706', 'change_rate': -3.32, 'change_rate_new': -0.0332, 'open': 36.5, 'close': 34.9, 'change_rate_today': -0.043835616438356206}, {'query': '博錸', 'score': 7.5, 'category': 'stock', 'num': '6572', 'change_rate': 17.62, 'change_rate_new': 0.17620000000000002, 'open': 42.52, 'close': 50.4, 'change_rate_today': 0.18532455315145802}, {'query': '基米', 'score': 6.5, 'category': 'stock', 'num': '4195', 'change_rate': 2.83, 'change_rate_new': 0.028300000000000002, 'open': 28.63, 'close': 29.4, 'change_rate_today': 0.026894865525672357}]",2020-05-29T00:02:30.289Z,2020-05-29 08:02:30.289,2020-05-29,8,4,2020-05-29,0.03989330738788737,0.21257920868341595
"[{'query': '燦星旅', 'score': 9.5, 'category': 'stock', 'num': '2719', 'change_rate': 9.84, 'change_rate_new': 0.0984, 'open': 13.95, 'close': 13.95, 'change_rate_today': 0.0}, {'query': '易飛網', 'score': 9.25, 'category': 'stock', 'num': '2734', 'change_rate': -1.57, 'change_rate_new': -0.015700000000000002, 'open': 17.35, 'close': 15.7, 'change_rate_today': -0.09510086455331423}, {'query': '美德醫療-DR', 'score': 7.75, 'category': 'stock', 'num': '9103', 'change_rate': -5.44, 'change_rate_new': -0.054400000000000004, 'open': 9.5, 'close': 8.51, 'change_rate_today': -0.10421052631578949}, {'query': '南緯', 'score': 6, 'category': 'stock', 'num': '1467', 'change_rate': 9.82, 'change_rate_new': 0.09820000000000001, 'open': 15, 'close': 15.1, 'change_rate_today': 0.006666666666666643}]",2020-06-01T00:04:47.105Z,2020-06-01 08:04:47.105,2020-06-01,8,0,2020-06-01,-0.048161181050609264,0.1541799618758095
"[{'query': '南緯', 'score': 9.5, 'category': 'stock', 'num': '1467', 'change_rate': 6.29, 'change_rate_new': 0.0629, 'open': 15.9, 'close': 16.05, 'change_rate_today': 0.009433962264150966}, {'query': '燦星旅', 'score': 9.25, 'category': 'stock', 'num': '2719', 'change_rate': 9.68, 'change_rate_new': 0.0968, 'open': 15.3, 'close': 15.3, 'change_rate_today': 0.0}, {'query': '易飛網', 'score': 7.25, 'category': 'stock', 'num': '2734', 'change_rate': -4.14, 'change_rate_new': -0.0414, 'open': 16.45, 'close': 15.05, 'change_rate_today': -0.08510638297872332}, {'query': '美德醫療-DR', 'score': 7, 'category': 'stock', 'num': '9103', 'change_rate': -9.99, 'change_rate_new': -0.0999, 'open': 8, 'close': 7.66, 'change_rate_today': -0.04249999999999998}]",2020-06-02T00:02:33.703Z,2020-06-02 08:02:33.703,2020-06-02,8,1,2020-06-02,-0.029543105178643083,0.12008190186703027
